MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
80,3,69.0,7750,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,1,0.0,3,4,2,2,3,3,2,250,5,0,134,384,1,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,7,6,1,3,2000.0,0,2,400,4,4,2,180,0,0,0,0,0,0,4,2010,8,4,180000
60,3,88.0,14200,1,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309.0,3,4,1,3,3,3,4,445,5,0,479,924,1,0,1,4,1216,941,0,2157,0,0,2,1,4,1,2,8,6,2,1,1966.0,0,2,487,4,4,2,105,66,0,0,0,0,0,5,2006,8,4,226000
60,3,69.0,12224,1,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,2,695,5,0,297,992,1,0,1,4,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,3,2000.0,1,2,390,4,4,2,24,48,0,0,0,0,0,7,2009,8,4,244000
20,3,75.0,7388,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,1,0.0,3,4,1,3,3,3,4,405,5,0,658,1063,1,2,1,4,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,5,1974.0,2,2,624,4,4,2,0,0,0,0,0,0,0,7,2007,8,4,150750
20,3,69.0,10355,1,0,3,0,0,0,12,2,2,0,2,5,5,1967,1967,1,1,8,8,1,196.0,3,4,1,3,3,3,1,695,5,0,519,1214,1,4,1,4,1214,0,0,1214,0,0,2,0,3,1,3,5,6,1,1,1967.0,1,1,318,4,4,2,0,111,0,0,0,0,0,7,2007,8,4,143000
60,3,73.0,9066,1,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,1,12,13,1,320.0,2,4,2,2,3,2,2,668,5,0,336,1004,1,0,1,4,1004,848,0,1852,0,0,2,1,3,1,2,7,6,2,1,1999.0,0,3,660,4,4,2,224,106,0,0,0,0,0,12,2008,8,4,230000
60,3,65.0,15426,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0.0,3,4,2,2,3,3,2,821,5,0,107,928,1,0,1,4,928,836,0,1764,1,0,2,1,3,1,2,7,6,0,1,1997.0,1,2,470,4,4,2,276,99,0,0,0,0,0,8,2009,8,4,231500
20,3,78.0,10335,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,1,2,679,5,0,811,1490,1,0,1,4,1501,0,0,1501,1,0,2,0,3,1,2,6,6,0,1,1999.0,1,2,577,4,4,2,144,29,0,0,0,0,0,6,2009,8,4,204000
60,3,69.0,9505,1,0,3,0,1,0,8,2,2,0,5,7,5,2001,2001,1,1,12,13,1,180.0,2,4,2,2,3,3,5,0,5,0,884,884,1,0,1,4,884,1151,0,2035,0,0,2,1,3,1,2,8,6,1,3,2001.0,0,2,434,4,4,2,144,48,0,0,0,0,0,5,2010,8,4,222500
20,3,63.0,7500,1,3,3,0,4,0,20,2,2,0,2,7,5,2004,2005,1,1,12,13,1,120.0,3,4,2,2,3,3,2,680,5,0,400,1080,1,0,1,4,1080,0,0,1080,1,0,1,0,3,1,2,6,6,0,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,0,4,2008,8,4,141000
60,3,69.0,14803,1,0,3,0,1,0,14,2,2,0,5,6,5,1971,1971,1,1,6,6,1,252.0,3,4,1,3,3,3,4,416,5,0,409,825,1,2,1,4,1097,896,0,1993,0,0,2,1,4,1,3,8,6,1,1,1971.0,1,2,495,4,4,2,0,66,0,0,0,0,0,6,2006,8,4,190000
20,3,69.0,11120,1,0,3,0,1,0,24,2,2,0,2,6,6,1984,1984,1,1,9,10,1,0.0,3,4,2,2,3,3,1,660,5,0,572,1232,1,4,1,4,1232,0,0,1232,0,0,2,0,3,1,3,6,6,0,1,1984.0,2,2,516,4,4,2,0,0,0,0,0,0,0,6,2008,8,4,162500
45,3,55.0,5500,1,3,3,0,4,0,17,2,2,0,1,4,6,1956,1956,1,1,8,8,1,0.0,3,4,1,3,3,3,5,0,5,0,882,882,1,0,1,4,882,0,0,882,0,0,1,0,1,1,3,4,6,0,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,103200
60,3,62.0,8244,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,840,840,1,0,1,4,840,880,0,1720,0,0,2,1,3,1,2,7,6,1,1,2004.0,0,2,440,4,4,2,100,48,0,0,0,0,0,5,2007,8,4,183500
20,3,83.0,10420,1,3,3,0,0,0,7,2,2,0,2,6,5,2009,2009,1,1,12,13,1,0.0,3,4,2,2,3,2,2,36,5,0,1176,1212,1,0,1,4,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,1,2009.0,1,2,460,4,4,2,100,22,0,0,0,0,0,3,2010,8,4,186000
20,3,65.0,8450,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,266.0,2,4,2,2,3,2,2,946,5,0,490,1436,1,0,1,4,1436,0,0,1436,1,0,2,0,3,1,2,8,6,0,1,2004.0,2,2,484,4,4,2,139,98,0,0,0,0,0,4,2008,8,4,210000
60,3,69.0,7851,1,3,3,0,4,0,8,2,2,0,5,6,5,2002,2002,1,1,12,13,1,0.0,2,4,2,2,3,3,2,625,5,0,235,860,1,0,1,4,860,1100,0,1960,1,0,2,1,4,1,2,8,6,2,3,2002.0,0,2,440,4,4,2,288,48,0,0,0,0,0,5,2010,8,4,216500
60,3,69.0,8880,1,0,3,0,4,0,20,2,2,0,5,7,5,1994,2002,1,1,12,13,1,0.0,2,4,2,2,3,3,2,695,5,0,253,948,1,0,1,4,1222,888,0,2110,1,0,2,1,3,1,2,8,6,2,1,1994.0,1,2,463,4,4,2,0,130,0,0,0,0,0,5,2010,8,4,205000
60,3,72.0,11317,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,101.0,2,4,2,2,3,3,5,0,5,0,840,840,1,0,1,4,840,828,0,1668,0,0,2,1,3,1,2,8,6,0,1,2003.0,1,2,500,4,4,2,144,68,0,0,0,0,0,9,2007,8,4,180000
60,3,65.0,8366,1,0,3,0,4,0,20,2,2,0,5,6,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,798,798,1,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,1,2004.0,1,2,520,4,4,2,138,45,0,0,0,0,0,12,2008,8,4,173000
60,3,66.0,8738,1,0,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,1,302.0,2,4,2,2,3,3,5,0,5,0,975,975,1,0,1,4,1005,1286,0,2291,0,0,2,1,4,1,2,8,6,1,3,1999.0,0,2,429,4,4,2,192,0,0,0,0,0,0,2,2006,8,4,230000
60,3,92.0,11764,1,0,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,1,12,13,1,348.0,2,4,2,2,3,3,2,524,5,0,628,1152,1,0,1,4,1164,1106,0,2270,0,0,2,1,4,1,2,9,6,1,1,1999.0,0,3,671,4,4,2,132,57,0,0,0,0,0,4,2010,8,4,290000
20,3,76.0,8314,1,3,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,1,6,7,1,0.0,3,4,1,3,3,1,0,546,5,0,270,816,1,4,1,4,816,0,0,816,0,0,1,0,2,1,3,5,6,0,1,1982.0,2,1,264,4,4,2,168,0,0,0,0,0,0,6,2007,8,4,124500
20,3,69.0,8125,1,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,1,0.0,3,4,1,3,3,3,1,614,5,0,244,858,1,4,1,4,858,0,0,858,0,0,1,0,3,1,3,5,6,0,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,88000
60,3,66.0,16226,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,1,0.0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,3,1998.0,0,2,683,4,4,2,208,50,0,0,0,0,0,5,2007,8,4,267000
30,3,69.0,12342,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,1,0.0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,861,0,0,861,0,0,1,0,1,1,3,4,6,0,5,1961.0,2,2,539,4,4,2,158,0,0,0,0,0,0,3,2009,8,4,82500
60,3,69.0,7685,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,112.0,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,1,1993.0,0,2,420,4,4,2,190,63,0,0,0,0,0,5,2006,8,4,165600
60,3,71.0,7795,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,1,0.0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,716,0,1432,1,0,2,1,3,1,2,6,6,1,1,2004.0,0,2,432,4,4,2,100,51,0,0,0,0,0,7,2009,8,4,188500
20,3,70.0,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,1,0.0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,0,1,1958.0,1,1,308,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,139000
60,3,59.0,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,1,0.0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,1,1998.0,0,2,472,4,4,2,100,38,0,0,0,0,0,7,2008,8,4,192000
60,3,85.0,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,1,2002.0,0,2,431,4,4,2,135,0,0,0,0,0,0,4,2010,8,4,202900
20,3,69.0,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,1,1992.0,1,2,400,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,173000
20,3,78.0,7800,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200.0,3,4,2,3,3,3,3,540,5,0,728,1268,1,2,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,1,1954.0,0,1,244,4,4,2,0,98,0,0,0,0,0,3,2010,8,4,132000
60,3,69.0,8121,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,953,953,1,0,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,1,2000.0,1,2,460,4,4,2,100,40,0,0,0,0,0,1,2006,8,4,172400
60,3,65.0,8200,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,3,2003.0,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,219500
20,3,93.0,9382,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,1,1999.0,1,2,577,4,4,2,120,25,0,0,0,0,0,7,2008,8,4,191000
60,3,69.0,10364,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,1,0.0,3,4,2,2,3,3,5,0,5,0,806,806,1,2,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,3,1995.0,0,2,373,4,4,2,0,40,0,0,0,0,0,5,2007,8,4,168000
60,3,100.0,10839,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1998,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,926,926,1,0,1,4,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,1,1997.0,0,2,470,4,4,2,0,36,0,0,0,0,0,7,2008,8,4,181000
60,3,69.0,11214,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1999,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,930,930,1,2,1,4,956,930,0,1886,0,0,2,1,4,1,2,10,6,1,1,1998.0,0,2,431,4,4,2,89,0,0,0,0,0,0,7,2006,8,4,199900
60,3,80.0,9554,1,0,3,0,4,0,20,2,2,0,5,8,5,1993,1994,1,1,12,13,1,125.0,2,4,2,2,3,3,2,380,5,0,397,777,1,0,1,4,1065,846,0,1911,0,0,2,1,3,1,2,8,6,1,1,1993.0,1,2,471,4,4,2,182,81,0,0,0,0,0,9,2006,8,4,215000
20,3,80.0,9600,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,1959,1,1,8,8,1,132.0,3,4,1,3,3,3,0,991,5,0,50,1041,1,0,1,4,1041,0,0,1041,1,0,1,0,3,1,3,6,6,0,1,1959.0,1,1,270,4,4,2,224,88,0,0,0,0,0,7,2009,8,4,124500
60,3,69.0,9531,1,0,3,0,1,0,5,2,2,0,5,6,5,1998,1998,1,1,12,13,1,0.0,3,4,2,2,3,2,2,706,5,0,88,794,1,0,1,4,882,914,0,1796,1,0,2,1,3,1,3,7,6,0,1,1998.0,1,2,546,4,4,2,0,36,0,0,0,0,0,5,2007,8,4,211000
60,3,69.0,11000,1,3,3,0,2,0,15,2,2,0,5,8,5,2000,2000,1,1,12,13,1,72.0,2,4,2,2,3,3,5,0,5,0,969,969,1,0,1,4,997,1288,0,2285,0,0,2,1,4,1,2,8,6,1,3,2000.0,0,3,648,4,4,2,0,56,0,0,0,0,0,6,2007,8,4,248000
60,3,85.0,10625,1,3,3,0,4,0,16,2,2,0,5,7,5,2003,2004,1,1,12,13,1,292.0,2,4,2,2,3,3,2,866,5,0,132,998,1,0,1,4,1006,1040,0,2046,1,0,2,1,3,1,2,8,6,1,3,2003.0,1,3,871,4,4,2,320,62,0,0,0,0,0,8,2008,8,4,284000
30,3,63.0,13907,1,3,3,0,4,0,7,2,2,0,2,5,6,1940,1969,1,1,14,15,1,0.0,3,4,1,3,3,3,1,290,5,0,706,996,1,0,1,4,996,0,0,996,1,0,1,0,3,1,3,6,6,1,1,1980.0,2,0,0,4,4,2,144,0,0,0,0,0,0,7,2008,8,4,108000
60,3,69.0,13346,1,0,3,0,1,0,15,2,2,0,5,7,5,1992,2000,1,1,6,6,1,0.0,2,4,2,2,3,3,2,728,5,0,367,1095,1,0,1,4,1166,1129,0,2295,1,0,2,1,4,1,2,9,6,1,1,1992.0,1,2,590,4,4,2,0,40,0,0,0,0,0,7,2006,8,4,268000
20,3,70.0,10171,1,0,3,0,4,0,16,2,2,0,2,7,5,2004,2004,1,1,12,13,1,168.0,2,4,2,2,3,3,2,2,5,0,1515,1517,1,0,1,4,1535,0,0,1535,0,0,2,0,3,1,2,7,6,0,1,2004.0,1,2,532,4,4,2,0,0,0,0,0,0,0,3,2010,8,4,214000
80,3,76.0,9967,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,384,384,1,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,8,6,1,3,2000.0,1,2,400,4,4,2,100,0,0,0,0,0,0,12,2007,8,4,170000
60,3,64.0,8320,1,3,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,2,490,5,0,280,770,1,0,1,4,770,812,0,1582,0,0,2,1,3,1,2,6,6,0,1,2004.0,1,2,520,4,4,2,0,45,0,0,0,0,0,9,2008,8,4,185900
20,3,88.0,12803,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,1,99.0,2,4,2,2,3,2,2,922,5,0,572,1494,1,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,6,1,1,2002.0,1,2,530,4,4,2,192,36,0,0,0,0,0,9,2008,8,4,221000
60,3,69.0,7861,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,1,12,13,1,0.0,2,4,2,2,3,3,2,457,5,0,326,783,1,0,1,4,807,702,0,1509,1,0,2,1,3,1,2,7,6,1,1,2002.0,0,2,393,4,4,2,100,75,0,0,0,0,0,6,2006,8,4,183200
20,3,71.0,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,1,9,10,1,153.0,3,4,1,3,3,3,1,560,5,0,420,980,1,4,1,4,980,0,0,980,0,0,1,0,3,1,3,6,6,0,5,1986.0,2,2,484,4,4,2,192,0,0,0,0,0,0,7,2009,8,4,135000
60,3,70.0,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,880,880,1,0,1,4,909,807,0,1716,0,0,2,1,2,1,2,7,6,1,1,1996.0,1,2,512,4,4,2,0,120,0,0,0,0,0,7,2009,8,4,191000
20,3,72.0,10007,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,3,3,3,0,806,5,0,247,1053,1,0,1,4,1053,0,0,1053,1,0,1,1,3,1,2,5,6,0,1,1959.0,1,1,312,4,4,2,0,0,0,0,0,0,0,8,2008,8,4,145500
60,3,106.0,11194,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,5,0,5,0,1406,1406,1,0,1,4,1454,482,0,1936,0,0,2,1,3,1,2,7,6,1,1,2000.0,1,2,504,4,4,2,188,124,0,0,0,0,0,11,2006,8,4,230500
20,3,65.0,8125,1,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,3,3,2,1138,5,0,270,1408,1,0,1,4,1679,0,0,1679,1,0,2,0,3,1,2,7,6,1,1,1994.0,1,2,575,4,4,2,224,42,0,0,0,0,0,10,2008,8,4,193500
60,3,64.0,8633,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,1,0.0,2,4,2,2,3,3,2,193,5,0,545,738,1,0,1,4,738,738,0,1476,1,0,2,1,3,1,2,7,6,0,1,2005.0,0,2,540,4,4,2,100,35,0,0,0,0,0,2,2009,8,4,173500
20,3,69.0,11250,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,1,0.0,2,4,1,2,3,3,0,767,5,0,441,1208,1,4,1,4,1208,0,0,1208,1,0,1,1,3,1,3,6,6,1,1,1977.0,1,2,546,4,4,2,198,42,0,0,0,0,0,6,2006,8,4,165000
60,3,58.0,16770,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30.0,2,4,2,2,3,3,5,0,5,0,1195,1195,1,2,1,4,1195,644,0,1839,0,0,2,1,4,1,3,7,6,0,1,1998.0,0,2,486,4,4,2,0,81,0,0,0,0,0,6,2010,8,4,221000
20,3,69.0,9920,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,10,1,0.0,3,4,1,2,3,1,0,523,5,0,448,971,1,4,1,4,971,0,0,971,0,0,1,1,3,1,3,5,6,1,1,1969.0,2,1,300,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,128500
60,3,65.0,9313,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,864,864,1,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,1,2004.0,1,2,572,4,4,2,187,56,0,0,0,0,0,4,2009,8,4,190000
20,3,65.0,8450,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,12,13,1,108.0,3,4,2,2,3,3,5,0,5,0,1349,1349,1,0,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,1,2000.0,2,2,539,4,4,2,120,55,0,0,0,0,0,12,2007,8,4,179000
60,3,69.0,8795,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,1,0.0,2,4,2,2,3,3,2,300,5,0,652,952,1,0,1,4,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,3,2000.0,0,2,554,4,4,2,224,54,0,0,0,0,0,4,2009,8,4,236000
20,3,67.0,16285,1,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,1413,1413,1,0,1,4,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,1,2001.0,1,2,605,4,4,2,0,33,0,0,0,0,0,6,2009,8,4,187100
60,3,76.0,10142,1,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,1,0.0,2,4,2,2,3,3,2,656,5,0,300,956,1,0,1,4,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,3,2004.0,1,2,618,4,4,2,0,45,0,0,0,0,0,1,2010,8,4,233000
20,3,71.0,8197,1,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,1,148.0,3,4,1,3,3,3,5,0,5,0,660,660,1,0,1,4,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,1,1977.0,1,2,528,4,4,2,138,0,0,0,0,0,0,4,2007,8,4,143500
60,3,72.0,7226,1,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,0.0,2,4,2,2,3,3,5,0,5,0,798,798,1,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,1,2003.0,1,2,595,4,4,2,0,45,0,0,0,0,0,6,2008,8,4,183000
50,3,60.0,9900,1,3,3,0,4,0,18,2,2,0,0,6,7,1940,1950,1,1,12,13,1,0.0,3,4,0,3,3,3,5,0,5,0,778,778,1,4,1,4,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,5,1940.0,2,1,240,4,4,2,335,0,0,0,0,0,0,7,2009,8,4,139500
